priority,pack_id,year,make,model,trim,powertrain,oem_family,schedule_kind,segment,tier,manual_share_policy,msrp_note,status,ymm
"152","bmw-x5-2021-sdrive40i","2021","BMW","X5","sDrive40i","","bmw","cbs_condition_based","luxury_suv","luxury","shared_g05_generation","Base/xDrive40i under $80k; M60i excluded","target","2021 BMW X5"
"153","bmw-x5-2021-xdrive40i","2021","BMW","X5","xDrive40i","","bmw","cbs_condition_based","luxury_suv","luxury","shared_g05_generation","Base/xDrive40i under $80k; M60i excluded","target","2021 BMW X5"
"154","bmw-x5-2021-xdrive50e","2021","BMW","X5","xDrive50e","","bmw","cbs_condition_based","luxury_suv","luxury","shared_g05_generation","Base/xDrive40i under $80k; M60i excluded","target","2021 BMW X5"
"155","bmw-x5-2020-sdrive40i","2020","BMW","X5","sDrive40i","","bmw","cbs_condition_based","luxury_suv","luxury","shared_g05_generation","Base/xDrive40i under $80k; M60i excluded","target","2020 BMW X5"
"156","bmw-x5-2020-xdrive40i","2020","BMW","X5","xDrive40i","","bmw","cbs_condition_based","luxury_suv","luxury","shared_g05_generation","Base/xDrive40i under $80k; M60i excluded","target","2020 BMW X5"
"157","bmw-x5-2020-xdrive50e","2020","BMW","X5","xDrive50e","","bmw","cbs_condition_based","luxury_suv","luxury","shared_g05_generation","Base/xDrive40i under $80k; M60i excluded","target","2020 BMW X5"
"158","bmw-x5-2019-sdrive40i","2019","BMW","X5","sDrive40i","","bmw","cbs_condition_based","luxury_suv","luxury","shared_g05_generation","Base/xDrive40i under $80k; M60i excluded","target","2019 BMW X5"
"159","bmw-x5-2019-xdrive40i","2019","BMW","X5","xDrive40i","","bmw","cbs_condition_based","luxury_suv","luxury","shared_g05_generation","Base/xDrive40i under $80k; M60i excluded","target","2019 BMW X5"
"160","bmw-x5-2019-xdrive50e","2019","BMW","X5","xDrive50e","","bmw","cbs_condition_based","luxury_suv","luxury","shared_g05_generation","Base/xDrive40i under $80k; M60i excluded","target","2019 BMW X5"
"161","bmw-x6-2025-xdrive40i","2025","BMW","X6","xDrive40i","","bmw","cbs_condition_based","luxury_suv","luxury","shared_with_x5_schedule","","target","2025 BMW X6"
"162","bmw-x6-2025-m40i","2025","BMW","X6","M40i","","bmw","cbs_condition_based","luxury_suv","luxury","shared_with_x5_schedule","","target","2025 BMW X6"
"163","bmw-x6-2024-xdrive40i","2024","BMW","X6","xDrive40i","","bmw","cbs_condition_based","luxury_suv","luxury","shared_with_x5_schedule","","target","2024 BMW X6"
"164","bmw-x6-2024-m40i","2024","BMW","X6","M40i","","bmw","cbs_condition_based","luxury_suv","luxury","shared_with_x5_schedule","","target","2024 BMW X6"
"165","bmw-x6-2023-xdrive40i","2023","BMW","X6","xDrive40i","","bmw","cbs_condition_based","luxury_suv","luxury","shared_with_x5_schedule","","target","2023 BMW X6"
"166","bmw-x6-2023-m40i","2023","BMW","X6","M40i","","bmw","cbs_condition_based","luxury_suv","luxury","shared_with_x5_schedule","","target","2023 BMW X6"
"167","bmw-x6-2022-xdrive40i","2022","BMW","X6","xDrive40i","","bmw","cbs_condition_based","luxury_suv","luxury","shared_with_x5_schedule","","target","2022 BMW X6"
"168","bmw-x6-2022-m40i","2022","BMW","X6","M40i","","bmw","cbs_condition_based","luxury_suv","luxury","shared_with_x5_schedule","","target","2022 BMW X6"
"169","bmw-x6-2021-xdrive40i","2021","BMW","X6","xDrive40i","","bmw","cbs_condition_based","luxury_suv","luxury","shared_with_x5_schedule","","target","2021 BMW X6"
"170","bmw-x6-2021-m40i","2021","BMW","X6","M40i","","bmw","cbs_condition_based","luxury_suv","luxury","shared_with_x5_schedule","","target","2021 BMW X6"
"171","bmw-x6-2020-xdrive40i","2020","BMW","X6","xDrive40i","","bmw","cbs_condition_based","luxury_suv","luxury","shared_with_x5_schedule","","target","2020 BMW X6"
"172","bmw-x6-2020-m40i","2020","BMW","X6","M40i","","bmw","cbs_condition_based","luxury_suv","luxury","shared_with_x5_schedule","","target","2020 BMW X6"
"173","bmw-x7-2025-xdrive40i","2025","BMW","X7","xDrive40i","","bmw","cbs_condition_based","luxury_suv","luxury","shared_within_generation","xDrive40i only — base MSRP near ceiling","target","2025 BMW X7"
"174","bmw-x7-2024-xdrive40i","2024","BMW","X7","xDrive40i","","bmw","cbs_condition_based","luxury_suv","luxury","shared_within_generation","xDrive40i only — base MSRP near ceiling","target","2024 BMW X7"
"175","bmw-x7-2023-xdrive40i","2023","BMW","X7","xDrive40i","","bmw","cbs_condition_based","luxury_suv","luxury","shared_within_generation","xDrive40i only — base MSRP near ceiling","target","2023 BMW X7"
"176","bmw-x7-2022-xdrive40i","2022","BMW","X7","xDrive40i","","bmw","cbs_condition_based","luxury_suv","luxury","shared_within_generation","xDrive40i only — base MSRP near ceiling","target","2022 BMW X7"
"177","bmw-x7-2021-xdrive40i","2021","BMW","X7","xDrive40i","","bmw","cbs_condition_based","luxury_suv","luxury","shared_within_generation","xDrive40i only — base MSRP near ceiling","target","2021 BMW X7"
"178","bmw-x7-2020-xdrive40i","2020","BMW","X7","xDrive40i","","bmw","cbs_condition_based","luxury_suv","luxury","shared_within_generation","xDrive40i only — base MSRP near ceiling","target","2020 BMW X7"
"179","bmw-x7-2019-xdrive40i","2019","BMW","X7","xDrive40i","","bmw","cbs_condition_based","luxury_suv","luxury","shared_within_generation","xDrive40i only — base MSRP near ceiling","target","2019 BMW X7"
"180","bmw-i4-2025-edrive35","2025","BMW","i4","eDrive35","","bmw","ev_simplified","luxury_ev","luxury","shared_within_model_year","","target","2025 BMW i4"
"181","bmw-i4-2025-edrive40","2025","BMW","i4","eDrive40","","bmw","ev_simplified","luxury_ev","luxury","shared_within_model_year","","target","2025 BMW i4"
"182","bmw-i4-2025-xdrive40","2025","BMW","i4","xDrive40","","bmw","ev_simplified","luxury_ev","luxury","shared_within_model_year","","target","2025 BMW i4"
"183","bmw-i4-2024-edrive35","2024","BMW","i4","eDrive35","","bmw","ev_simplified","luxury_ev","luxury","shared_within_model_year","","target","2024 BMW i4"
"184","bmw-i4-2024-edrive40","2024","BMW","i4","eDrive40","","bmw","ev_simplified","luxury_ev","luxury","shared_within_model_year","","target","2024 BMW i4"
"185","bmw-i4-2024-xdrive40","2024","BMW","i4","xDrive40","","bmw","ev_simplified","luxury_ev","luxury","shared_within_model_year","","target","2024 BMW i4"
"186","bmw-i4-2023-edrive35","2023","BMW","i4","eDrive35","","bmw","ev_simplified","luxury_ev","luxury","shared_within_model_year","","target","2023 BMW i4"
"187","bmw-i4-2023-edrive40","2023","BMW","i4","eDrive40","","bmw","ev_simplified","luxury_ev","luxury","shared_within_model_year","","target","2023 BMW i4"
"188","bmw-i4-2023-xdrive40","2023","BMW","i4","xDrive40","","bmw","ev_simplified","luxury_ev","luxury","shared_within_model_year","","target","2023 BMW i4"
"189","bmw-i4-2022-edrive35","2022","BMW","i4","eDrive35","","bmw","ev_simplified","luxury_ev","luxury","shared_within_model_year","","target","2022 BMW i4"
"190","bmw-i4-2022-edrive40","2022","BMW","i4","eDrive40","","bmw","ev_simplified","luxury_ev","luxury","shared_within_model_year","","target","2022 BMW i4"
"191","bmw-i4-2022-xdrive40","2022","BMW","i4","xDrive40","","bmw","ev_simplified","luxury_ev","luxury","shared_within_model_year","","target","2022 BMW i4"
"192","bmw-i5-2025-edrive40","2025","BMW","i5","eDrive40","","bmw","ev_simplified","luxury_ev","luxury","shared_with_5_series","","target","2025 BMW i5"
"193","bmw-i5-2025-xdrive40","2025","BMW","i5","xDrive40","","bmw","ev_simplified","luxury_ev","luxury","shared_with_5_series","","target","2025 BMW i5"
"194","bmw-i5-2024-edrive40","2024","BMW","i5","eDrive40","","bmw","ev_simplified","luxury_ev","luxury","shared_with_5_series","","target","2024 BMW i5"
"195","bmw-i5-2024-xdrive40","2024","BMW","i5","xDrive40","","bmw","ev_simplified","luxury_ev","luxury","shared_with_5_series","","target","2024 BMW i5"
"196","bmw-ix-2025-xdrive50","2025","BMW","iX","xDrive50","","bmw","ev_simplified","luxury_ev","luxury","shared_within_model_year","Exclude M60","target","2025 BMW iX"
"197","bmw-ix-2024-xdrive50","2024","BMW","iX","xDrive50","","bmw","ev_simplified","luxury_ev","luxury","shared_within_model_year","Exclude M60","target","2024 BMW iX"
"198","bmw-ix-2023-xdrive50","2023","BMW","iX","xDrive50","","bmw","ev_simplified","luxury_ev","luxury","shared_within_model_year","Exclude M60","target","2023 BMW iX"
"199","bmw-ix-2022-xdrive50","2022","BMW","iX","xDrive50","","bmw","ev_simplified","luxury_ev","luxury","shared_within_model_year","Exclude M60","target","2022 BMW iX"
"200","bmw-ix3-2023-m-sport","2023","BMW","iX3","M Sport","","bmw","ev_simplified","luxury_ev","luxury","shared_with_x3_schedule","","target","2023 BMW iX3"
"201","bmw-ix3-2022-m-sport","2022","BMW","iX3","M Sport","","bmw","ev_simplified","luxury_ev","luxury","shared_with_x3_schedule","","target","2022 BMW iX3"
"202","bmw-z4-2025-sdrive30i","2025","BMW","Z4","sDrive30i","","bmw","cbs_condition_based","luxury_sports","luxury","shared_within_model_year","","target","2025 BMW Z4"
"203","bmw-z4-2025-m40i","2025","BMW","Z4","M40i","","bmw","cbs_condition_based","luxury_sports","luxury","shared_within_model_year","","target","2025 BMW Z4"
"204","bmw-z4-2024-sdrive30i","2024","BMW","Z4","sDrive30i","","bmw","cbs_condition_based","luxury_sports","luxury","shared_within_model_year","","target","2024 BMW Z4"
"205","bmw-z4-2024-m40i","2024","BMW","Z4","M40i","","bmw","cbs_condition_based","luxury_sports","luxury","shared_within_model_year","","target","2024 BMW Z4"
"206","bmw-z4-2023-sdrive30i","2023","BMW","Z4","sDrive30i","","bmw","cbs_condition_based","luxury_sports","luxury","shared_within_model_year","","target","2023 BMW Z4"
"207","bmw-z4-2023-m40i","2023","BMW","Z4","M40i","","bmw","cbs_condition_based","luxury_sports","luxury","shared_within_model_year","","target","2023 BMW Z4"
"208","bmw-z4-2022-sdrive30i","2022","BMW","Z4","sDrive30i","","bmw","cbs_condition_based","luxury_sports","luxury","shared_within_model_year","","target","2022 BMW Z4"
"209","bmw-z4-2022-m40i","2022","BMW","Z4","M40i","","bmw","cbs_condition_based","luxury_sports","luxury","shared_within_model_year","","target","2022 BMW Z4"
"210","bmw-z4-2021-sdrive30i","2021","BMW","Z4","sDrive30i","","bmw","cbs_condition_based","luxury_sports","luxury","shared_within_model_year","","target","2021 BMW Z4"
"211","bmw-z4-2021-m40i","2021","BMW","Z4","M40i","","bmw","cbs_condition_based","luxury_sports","luxury","shared_within_model_year","","target","2021 BMW Z4"
"212","bmw-z4-2020-sdrive30i","2020","BMW","Z4","sDrive30i","","bmw","cbs_condition_based","luxury_sports","luxury","shared_within_model_year","","target","2020 BMW Z4"
"213","bmw-z4-2020-m40i","2020","BMW","Z4","M40i","","bmw","cbs_condition_based","luxury_sports","luxury","shared_within_model_year","","target","2020 BMW Z4"
"214","bmw-z4-2019-sdrive30i","2019","BMW","Z4","sDrive30i","","bmw","cbs_condition_based","luxury_sports","luxury","shared_within_model_year","","target","2019 BMW Z4"
"215","bmw-z4-2019-m40i","2019","BMW","Z4","M40i","","bmw","cbs_condition_based","luxury_sports","luxury","shared_within_model_year","","target","2019 BMW Z4"
"216","mercedes-benz-c-class-2025-c300","2025","Mercedes-Benz","C-Class","C300","","mercedes","assyst_plus","luxury_sedan","luxury","shared_w205_w206_generation","","target","2025 Mercedes-Benz C-Class"
"217","mercedes-benz-c-class-2025-c300-4matic","2025","Mercedes-Benz","C-Class","C300 4MATIC","","mercedes","assyst_plus","luxury_sedan","luxury","shared_w205_w206_generation","","target","2025 Mercedes-Benz C-Class"
"218","mercedes-benz-c-class-2025-c350e","2025","Mercedes-Benz","C-Class","C350e","","mercedes","assyst_plus","luxury_sedan","luxury","shared_w205_w206_generation","","target","2025 Mercedes-Benz C-Class"
"219","mercedes-benz-c-class-2024-c300","2024","Mercedes-Benz","C-Class","C300","","mercedes","assyst_plus","luxury_sedan","luxury","shared_w205_w206_generation","","target","2024 Mercedes-Benz C-Class"
"220","mercedes-benz-c-class-2024-c300-4matic","2024","Mercedes-Benz","C-Class","C300 4MATIC","","mercedes","assyst_plus","luxury_sedan","luxury","shared_w205_w206_generation","","target","2024 Mercedes-Benz C-Class"
"221","mercedes-benz-c-class-2024-c350e","2024","Mercedes-Benz","C-Class","C350e","","mercedes","assyst_plus","luxury_sedan","luxury","shared_w205_w206_generation","","target","2024 Mercedes-Benz C-Class"
"222","mercedes-benz-c-class-2023-c300","2023","Mercedes-Benz","C-Class","C300","","mercedes","assyst_plus","luxury_sedan","luxury","shared_w205_w206_generation","","target","2023 Mercedes-Benz C-Class"
"223","mercedes-benz-c-class-2023-c300-4matic","2023","Mercedes-Benz","C-Class","C300 4MATIC","","mercedes","assyst_plus","luxury_sedan","luxury","shared_w205_w206_generation","","target","2023 Mercedes-Benz C-Class"
"224","mercedes-benz-c-class-2023-c350e","2023","Mercedes-Benz","C-Class","C350e","","mercedes","assyst_plus","luxury_sedan","luxury","shared_w205_w206_generation","","target","2023 Mercedes-Benz C-Class"
"225","mercedes-benz-c-class-2022-c300","2022","Mercedes-Benz","C-Class","C300","","mercedes","assyst_plus","luxury_sedan","luxury","shared_w205_w206_generation","","target","2022 Mercedes-Benz C-Class"
"226","mercedes-benz-c-class-2022-c300-4matic","2022","Mercedes-Benz","C-Class","C300 4MATIC","","mercedes","assyst_plus","luxury_sedan","luxury","shared_w205_w206_generation","","target","2022 Mercedes-Benz C-Class"
"227","mercedes-benz-c-class-2022-c350e","2022","Mercedes-Benz","C-Class","C350e","","mercedes","assyst_plus","luxury_sedan","luxury","shared_w205_w206_generation","","target","2022 Mercedes-Benz C-Class"
"228","mercedes-benz-c-class-2021-c300","2021","Mercedes-Benz","C-Class","C300","","mercedes","assyst_plus","luxury_sedan","luxury","shared_w205_w206_generation","","target","2021 Mercedes-Benz C-Class"
"229","mercedes-benz-c-class-2021-c300-4matic","2021","Mercedes-Benz","C-Class","C300 4MATIC","","mercedes","assyst_plus","luxury_sedan","luxury","shared_w205_w206_generation","","target","2021 Mercedes-Benz C-Class"
"230","mercedes-benz-c-class-2021-c350e","2021","Mercedes-Benz","C-Class","C350e","","mercedes","assyst_plus","luxury_sedan","luxury","shared_w205_w206_generation","","target","2021 Mercedes-Benz C-Class"
"231","mercedes-benz-c-class-2020-c300","2020","Mercedes-Benz","C-Class","C300","","mercedes","assyst_plus","luxury_sedan","luxury","shared_w205_w206_generation","","target","2020 Mercedes-Benz C-Class"
"232","mercedes-benz-c-class-2020-c300-4matic","2020","Mercedes-Benz","C-Class","C300 4MATIC","","mercedes","assyst_plus","luxury_sedan","luxury","shared_w205_w206_generation","","target","2020 Mercedes-Benz C-Class"
"233","mercedes-benz-c-class-2020-c350e","2020","Mercedes-Benz","C-Class","C350e","","mercedes","assyst_plus","luxury_sedan","luxury","shared_w205_w206_generation","","target","2020 Mercedes-Benz C-Class"
"234","mercedes-benz-c-class-2019-c300","2019","Mercedes-Benz","C-Class","C300","","mercedes","assyst_plus","luxury_sedan","luxury","shared_w205_w206_generation","","target","2019 Mercedes-Benz C-Class"
"235","mercedes-benz-c-class-2019-c300-4matic","2019","Mercedes-Benz","C-Class","C300 4MATIC","","mercedes","assyst_plus","luxury_sedan","luxury","shared_w205_w206_generation","","target","2019 Mercedes-Benz C-Class"
"236","mercedes-benz-c-class-2019-c350e","2019","Mercedes-Benz","C-Class","C350e","","mercedes","assyst_plus","luxury_sedan","luxury","shared_w205_w206_generation","","target","2019 Mercedes-Benz C-Class"
"237","mercedes-benz-e-class-2024-e350","2024","Mercedes-Benz","E-Class","E350","","mercedes","assyst_plus","luxury_sedan","luxury","shared_w213_generation","E350/E450 under $80k","target","2024 Mercedes-Benz E-Class"
"238","mercedes-benz-e-class-2024-e350-4matic","2024","Mercedes-Benz","E-Class","E350 4MATIC","","mercedes","assyst_plus","luxury_sedan","luxury","shared_w213_generation","E350/E450 under $80k","target","2024 Mercedes-Benz E-Class"
"239","mercedes-benz-e-class-2024-e450","2024","Mercedes-Benz","E-Class","E450","","mercedes","assyst_plus","luxury_sedan","luxury","shared_w213_generation","E350/E450 under $80k","target","2024 Mercedes-Benz E-Class"
"240","mercedes-benz-e-class-2023-e350","2023","Mercedes-Benz","E-Class","E350","","mercedes","assyst_plus","luxury_sedan","luxury","shared_w213_generation","E350/E450 under $80k","target","2023 Mercedes-Benz E-Class"
"241","mercedes-benz-e-class-2023-e350-4matic","2023","Mercedes-Benz","E-Class","E350 4MATIC","","mercedes","assyst_plus","luxury_sedan","luxury","shared_w213_generation","E350/E450 under $80k","target","2023 Mercedes-Benz E-Class"
"242","mercedes-benz-e-class-2023-e450","2023","Mercedes-Benz","E-Class","E450","","mercedes","assyst_plus","luxury_sedan","luxury","shared_w213_generation","E350/E450 under $80k","target","2023 Mercedes-Benz E-Class"
"243","mercedes-benz-e-class-2022-e350","2022","Mercedes-Benz","E-Class","E350","","mercedes","assyst_plus","luxury_sedan","luxury","shared_w213_generation","E350/E450 under $80k","target","2022 Mercedes-Benz E-Class"
"244","mercedes-benz-e-class-2022-e350-4matic","2022","Mercedes-Benz","E-Class","E350 4MATIC","","mercedes","assyst_plus","luxury_sedan","luxury","shared_w213_generation","E350/E450 under $80k","target","2022 Mercedes-Benz E-Class"
