priority,pack_id,year,make,model,trim,powertrain,oem_family,schedule_kind,segment,manual_share_policy,retry_kind,v1_blocked_reason
"308","mercedes-benz-glb-2021-glb250-4matic","2021","Mercedes-Benz","GLB","GLB250 4MATIC","","mercedes","assyst_plus","luxury_suv","shared_within_generation","tier_d","No public US-market Mercedes-Benz Maintenance Booklet PDF with extractable ASSYST Plus intervals found; required schedule remains portal/printed-booklet only."
"309","mercedes-benz-glb-2020-glb250","2020","Mercedes-Benz","GLB","GLB250","","mercedes","assyst_plus","luxury_suv","shared_within_generation","tier_d","No public US-market Mercedes-Benz Maintenance Booklet PDF with extractable ASSYST Plus intervals found; required schedule remains portal/printed-booklet only."
"310","mercedes-benz-glb-2020-glb250-4matic","2020","Mercedes-Benz","GLB","GLB250 4MATIC","","mercedes","assyst_plus","luxury_suv","shared_within_generation","tier_d","No public US-market Mercedes-Benz Maintenance Booklet PDF with extractable ASSYST Plus intervals found; required schedule remains portal/printed-booklet only."
"311","mercedes-benz-glc-2025-glc300","2025","Mercedes-Benz","GLC","GLC300","","mercedes","assyst_plus","luxury_suv","shared_x253_x254_generation","tier_d","No public US-market Mercedes-Benz Maintenance Booklet PDF with extractable ASSYST Plus intervals found; required schedule remains portal/printed-booklet only."
"312","mercedes-benz-glc-2025-glc300-4matic","2025","Mercedes-Benz","GLC","GLC300 4MATIC","","mercedes","assyst_plus","luxury_suv","shared_x253_x254_generation","tier_d","No public US-market Mercedes-Benz Maintenance Booklet PDF with extractable ASSYST Plus intervals found; required schedule remains portal/printed-booklet only."
"313","mercedes-benz-glc-2025-glc43-amg","2025","Mercedes-Benz","GLC","GLC43 AMG","","mercedes","assyst_plus","luxury_suv","shared_x253_x254_generation","tier_d","No public US-market Mercedes-Benz Maintenance Booklet PDF with extractable ASSYST Plus intervals found; required schedule remains portal/printed-booklet only."
"314","mercedes-benz-glc-2024-glc300","2024","Mercedes-Benz","GLC","GLC300","","mercedes","assyst_plus","luxury_suv","shared_x253_x254_generation","tier_d","No public US-market Mercedes-Benz Maintenance Booklet PDF with extractable ASSYST Plus intervals found; required schedule remains portal/printed-booklet only."
"315","mercedes-benz-glc-2024-glc300-4matic","2024","Mercedes-Benz","GLC","GLC300 4MATIC","","mercedes","assyst_plus","luxury_suv","shared_x253_x254_generation","tier_d","No public US-market Mercedes-Benz Maintenance Booklet PDF with extractable ASSYST Plus intervals found; required schedule remains portal/printed-booklet only."
"316","mercedes-benz-glc-2024-glc43-amg","2024","Mercedes-Benz","GLC","GLC43 AMG","","mercedes","assyst_plus","luxury_suv","shared_x253_x254_generation","tier_d","No public US-market Mercedes-Benz Maintenance Booklet PDF with extractable ASSYST Plus intervals found; required schedule remains portal/printed-booklet only."
"317","mercedes-benz-glc-2023-glc300","2023","Mercedes-Benz","GLC","GLC300","","mercedes","assyst_plus","luxury_suv","shared_x253_x254_generation","tier_d","No public US-market Mercedes-Benz Maintenance Booklet PDF with extractable ASSYST Plus intervals found; required schedule remains portal/printed-booklet only."
"318","mercedes-benz-glc-2023-glc300-4matic","2023","Mercedes-Benz","GLC","GLC300 4MATIC","","mercedes","assyst_plus","luxury_suv","shared_x253_x254_generation","tier_d","No public US-market Mercedes-Benz Maintenance Booklet PDF with extractable ASSYST Plus intervals found; required schedule remains portal/printed-booklet only."
"319","mercedes-benz-glc-2023-glc43-amg","2023","Mercedes-Benz","GLC","GLC43 AMG","","mercedes","assyst_plus","luxury_suv","shared_x253_x254_generation","tier_d","No public US-market Mercedes-Benz Maintenance Booklet PDF with extractable ASSYST Plus intervals found; required schedule remains portal/printed-booklet only."
"320","mercedes-benz-glc-2022-glc300","2022","Mercedes-Benz","GLC","GLC300","","mercedes","assyst_plus","luxury_suv","shared_x253_x254_generation","tier_d","No public US-market Mercedes-Benz Maintenance Booklet PDF with extractable ASSYST Plus intervals found; required schedule remains portal/printed-booklet only."
"321","mercedes-benz-glc-2022-glc300-4matic","2022","Mercedes-Benz","GLC","GLC300 4MATIC","","mercedes","assyst_plus","luxury_suv","shared_x253_x254_generation","tier_d","No public US-market Mercedes-Benz Maintenance Booklet PDF with extractable ASSYST Plus intervals found; required schedule remains portal/printed-booklet only."
"322","mercedes-benz-glc-2022-glc43-amg","2022","Mercedes-Benz","GLC","GLC43 AMG","","mercedes","assyst_plus","luxury_suv","shared_x253_x254_generation","tier_d","No public US-market Mercedes-Benz Maintenance Booklet PDF with extractable ASSYST Plus intervals found; required schedule remains portal/printed-booklet only."
"323","mercedes-benz-glc-2021-glc300","2021","Mercedes-Benz","GLC","GLC300","","mercedes","assyst_plus","luxury_suv","shared_x253_x254_generation","tier_d","No public US-market Mercedes-Benz Maintenance Booklet PDF with extractable ASSYST Plus intervals found; required schedule remains portal/printed-booklet only."
"324","mercedes-benz-glc-2021-glc300-4matic","2021","Mercedes-Benz","GLC","GLC300 4MATIC","","mercedes","assyst_plus","luxury_suv","shared_x253_x254_generation","tier_d","No public US-market Mercedes-Benz Maintenance Booklet PDF with extractable ASSYST Plus intervals found; required schedule remains portal/printed-booklet only."
"325","mercedes-benz-glc-2021-glc43-amg","2021","Mercedes-Benz","GLC","GLC43 AMG","","mercedes","assyst_plus","luxury_suv","shared_x253_x254_generation","tier_d","No public US-market Mercedes-Benz Maintenance Booklet PDF with extractable ASSYST Plus intervals found; required schedule remains portal/printed-booklet only."
"326","mercedes-benz-glc-2020-glc300","2020","Mercedes-Benz","GLC","GLC300","","mercedes","assyst_plus","luxury_suv","shared_x253_x254_generation","tier_d","No public US-market Mercedes-Benz Maintenance Booklet PDF with extractable ASSYST Plus intervals found; required schedule remains portal/printed-booklet only."
"327","mercedes-benz-glc-2020-glc300-4matic","2020","Mercedes-Benz","GLC","GLC300 4MATIC","","mercedes","assyst_plus","luxury_suv","shared_x253_x254_generation","tier_d","No public US-market Mercedes-Benz Maintenance Booklet PDF with extractable ASSYST Plus intervals found; required schedule remains portal/printed-booklet only."
"328","mercedes-benz-glc-2020-glc43-amg","2020","Mercedes-Benz","GLC","GLC43 AMG","","mercedes","assyst_plus","luxury_suv","shared_x253_x254_generation","tier_d","No public US-market Mercedes-Benz Maintenance Booklet PDF with extractable ASSYST Plus intervals found; required schedule remains portal/printed-booklet only."
"329","mercedes-benz-glc-2019-glc300","2019","Mercedes-Benz","GLC","GLC300","","mercedes","assyst_plus","luxury_suv","shared_x253_x254_generation","tier_d","No public US-market Mercedes-Benz Maintenance Booklet PDF with extractable ASSYST Plus intervals found; required schedule remains portal/printed-booklet only."
"330","mercedes-benz-glc-2019-glc300-4matic","2019","Mercedes-Benz","GLC","GLC300 4MATIC","","mercedes","assyst_plus","luxury_suv","shared_x253_x254_generation","tier_d","No public US-market Mercedes-Benz Maintenance Booklet PDF with extractable ASSYST Plus intervals found; required schedule remains portal/printed-booklet only."
"331","mercedes-benz-glc-2019-glc43-amg","2019","Mercedes-Benz","GLC","GLC43 AMG","","mercedes","assyst_plus","luxury_suv","shared_x253_x254_generation","tier_d","No public US-market Mercedes-Benz Maintenance Booklet PDF with extractable ASSYST Plus intervals found; required schedule remains portal/printed-booklet only."
"332","mercedes-benz-gle-2025-gle350","2025","Mercedes-Benz","GLE","GLE350","","mercedes","assyst_plus","luxury_suv","shared_w167_generation","tier_d","No public US-market Mercedes-Benz Maintenance Booklet PDF with extractable ASSYST Plus intervals found; required schedule remains portal/printed-booklet only."
"333","mercedes-benz-gle-2025-gle450","2025","Mercedes-Benz","GLE","GLE450","","mercedes","assyst_plus","luxury_suv","shared_w167_generation","tier_d","No public US-market Mercedes-Benz Maintenance Booklet PDF with extractable ASSYST Plus intervals found; required schedule remains portal/printed-booklet only."
"334","mercedes-benz-gle-2025-gle450e","2025","Mercedes-Benz","GLE","GLE450e","","mercedes","assyst_plus","luxury_suv","shared_w167_generation","tier_d","No public US-market Mercedes-Benz Maintenance Booklet PDF with extractable ASSYST Plus intervals found; required schedule remains portal/printed-booklet only."
"335","mercedes-benz-gle-2024-gle350","2024","Mercedes-Benz","GLE","GLE350","","mercedes","assyst_plus","luxury_suv","shared_w167_generation","tier_d","No public US-market Mercedes-Benz Maintenance Booklet PDF with extractable ASSYST Plus intervals found; required schedule remains portal/printed-booklet only."
"336","mercedes-benz-gle-2024-gle450","2024","Mercedes-Benz","GLE","GLE450","","mercedes","assyst_plus","luxury_suv","shared_w167_generation","tier_d","No public US-market Mercedes-Benz Maintenance Booklet PDF with extractable ASSYST Plus intervals found; required schedule remains portal/printed-booklet only."
"337","mercedes-benz-gle-2024-gle450e","2024","Mercedes-Benz","GLE","GLE450e","","mercedes","assyst_plus","luxury_suv","shared_w167_generation","tier_d","No public US-market Mercedes-Benz Maintenance Booklet PDF with extractable ASSYST Plus intervals found; required schedule remains portal/printed-booklet only."
"338","mercedes-benz-gle-2023-gle350","2023","Mercedes-Benz","GLE","GLE350","","mercedes","assyst_plus","luxury_suv","shared_w167_generation","tier_d","No public US-market Mercedes-Benz Maintenance Booklet PDF with extractable ASSYST Plus intervals found; required schedule remains portal/printed-booklet only."
"339","mercedes-benz-gle-2023-gle450","2023","Mercedes-Benz","GLE","GLE450","","mercedes","assyst_plus","luxury_suv","shared_w167_generation","tier_d","No public US-market Mercedes-Benz Maintenance Booklet PDF with extractable ASSYST Plus intervals found; required schedule remains portal/printed-booklet only."
"340","mercedes-benz-gle-2023-gle450e","2023","Mercedes-Benz","GLE","GLE450e","","mercedes","assyst_plus","luxury_suv","shared_w167_generation","tier_d","No public US-market Mercedes-Benz Maintenance Booklet PDF with extractable ASSYST Plus intervals found; required schedule remains portal/printed-booklet only."
"341","mercedes-benz-gle-2022-gle350","2022","Mercedes-Benz","GLE","GLE350","","mercedes","assyst_plus","luxury_suv","shared_w167_generation","tier_d","No public US-market Mercedes-Benz Maintenance Booklet PDF with extractable ASSYST Plus intervals found; required schedule remains portal/printed-booklet only."
"342","mercedes-benz-gle-2022-gle450","2022","Mercedes-Benz","GLE","GLE450","","mercedes","assyst_plus","luxury_suv","shared_w167_generation","tier_d","No public US-market Mercedes-Benz Maintenance Booklet PDF with extractable ASSYST Plus intervals found; required schedule remains portal/printed-booklet only."
"343","mercedes-benz-gle-2022-gle450e","2022","Mercedes-Benz","GLE","GLE450e","","mercedes","assyst_plus","luxury_suv","shared_w167_generation","tier_d","No public US-market Mercedes-Benz Maintenance Booklet PDF with extractable ASSYST Plus intervals found; required schedule remains portal/printed-booklet only."
"344","mercedes-benz-gle-2021-gle350","2021","Mercedes-Benz","GLE","GLE350","","mercedes","assyst_plus","luxury_suv","shared_w167_generation","tier_d","No public US-market Mercedes-Benz Maintenance Booklet PDF with extractable ASSYST Plus intervals found; required schedule remains portal/printed-booklet only."
"345","mercedes-benz-gle-2021-gle450","2021","Mercedes-Benz","GLE","GLE450","","mercedes","assyst_plus","luxury_suv","shared_w167_generation","tier_d","No public US-market Mercedes-Benz Maintenance Booklet PDF with extractable ASSYST Plus intervals found; required schedule remains portal/printed-booklet only."
"346","mercedes-benz-gle-2021-gle450e","2021","Mercedes-Benz","GLE","GLE450e","","mercedes","assyst_plus","luxury_suv","shared_w167_generation","tier_d","No public US-market Mercedes-Benz Maintenance Booklet PDF with extractable ASSYST Plus intervals found; required schedule remains portal/printed-booklet only."
"347","mercedes-benz-gle-2020-gle350","2020","Mercedes-Benz","GLE","GLE350","","mercedes","assyst_plus","luxury_suv","shared_w167_generation","tier_d","No public US-market Mercedes-Benz Maintenance Booklet PDF with extractable ASSYST Plus intervals found; required schedule remains portal/printed-booklet only."
"348","mercedes-benz-gle-2020-gle450","2020","Mercedes-Benz","GLE","GLE450","","mercedes","assyst_plus","luxury_suv","shared_w167_generation","tier_d","No public US-market Mercedes-Benz Maintenance Booklet PDF with extractable ASSYST Plus intervals found; required schedule remains portal/printed-booklet only."
"349","mercedes-benz-gle-2020-gle450e","2020","Mercedes-Benz","GLE","GLE450e","","mercedes","assyst_plus","luxury_suv","shared_w167_generation","tier_d","No public US-market Mercedes-Benz Maintenance Booklet PDF with extractable ASSYST Plus intervals found; required schedule remains portal/printed-booklet only."
"350","mercedes-benz-eqb-2025-eqb250","2025","Mercedes-Benz","EQB","EQB250+","","mercedes","ev_simplified","luxury_ev","shared_with_glb","tier_d","No public US-market Mercedes-Benz Maintenance Booklet PDF with extractable ASSYST Plus intervals found; required schedule remains portal/printed-booklet only."
