priority,pack_id,year,make,model,trim,powertrain,segment,oem_family,schedule_kind,source_tier,primary_pdf_url,alternate_pdf_urls,manual_type,maintenance_section_title,manual_share_applied,shared_from_pack_id,estimated_pdf_pages,http_status,content_type,sha256_if_downloaded,confidence,notes,blocked_reason
"291","mercedes-benz-gla-2023-gla250-4matic","2023","Mercedes-Benz","GLA","GLA250 4MATIC","","luxury_suv","mercedes","assyst_plus","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No public direct US-market Mercedes-Benz maintenance PDF with extractable ASSYST PLUS intervals was verified; owner literature remains portal-based."
"292","mercedes-benz-gla-2023-gla35-amg","2023","Mercedes-Benz","GLA","GLA35 AMG","","luxury_suv","mercedes","assyst_plus","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No public direct US-market Mercedes-Benz maintenance PDF with extractable ASSYST PLUS intervals was verified; owner literature remains portal-based."
"293","mercedes-benz-gla-2022-gla250","2022","Mercedes-Benz","GLA","GLA250","","luxury_suv","mercedes","assyst_plus","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No public direct US-market Mercedes-Benz maintenance PDF with extractable ASSYST PLUS intervals was verified; owner literature remains portal-based."
"294","mercedes-benz-gla-2022-gla250-4matic","2022","Mercedes-Benz","GLA","GLA250 4MATIC","","luxury_suv","mercedes","assyst_plus","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No public direct US-market Mercedes-Benz maintenance PDF with extractable ASSYST PLUS intervals was verified; owner literature remains portal-based."
"295","mercedes-benz-gla-2022-gla35-amg","2022","Mercedes-Benz","GLA","GLA35 AMG","","luxury_suv","mercedes","assyst_plus","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No public direct US-market Mercedes-Benz maintenance PDF with extractable ASSYST PLUS intervals was verified; owner literature remains portal-based."
"296","mercedes-benz-gla-2021-gla250","2021","Mercedes-Benz","GLA","GLA250","","luxury_suv","mercedes","assyst_plus","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No public direct US-market Mercedes-Benz maintenance PDF with extractable ASSYST PLUS intervals was verified; owner literature remains portal-based."
"297","mercedes-benz-gla-2021-gla250-4matic","2021","Mercedes-Benz","GLA","GLA250 4MATIC","","luxury_suv","mercedes","assyst_plus","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No public direct US-market Mercedes-Benz maintenance PDF with extractable ASSYST PLUS intervals was verified; owner literature remains portal-based."
"298","mercedes-benz-gla-2021-gla35-amg","2021","Mercedes-Benz","GLA","GLA35 AMG","","luxury_suv","mercedes","assyst_plus","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No public direct US-market Mercedes-Benz maintenance PDF with extractable ASSYST PLUS intervals was verified; owner literature remains portal-based."
"299","mercedes-benz-glb-2025-glb250","2025","Mercedes-Benz","GLB","GLB250","","luxury_suv","mercedes","assyst_plus","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No public direct US-market Mercedes-Benz maintenance PDF with extractable ASSYST PLUS intervals was verified; owner literature remains portal-based."
"300","mercedes-benz-glb-2025-glb250-4matic","2025","Mercedes-Benz","GLB","GLB250 4MATIC","","luxury_suv","mercedes","assyst_plus","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No public direct US-market Mercedes-Benz maintenance PDF with extractable ASSYST PLUS intervals was verified; owner literature remains portal-based."
"301","mercedes-benz-glb-2024-glb250","2024","Mercedes-Benz","GLB","GLB250","","luxury_suv","mercedes","assyst_plus","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No public direct US-market Mercedes-Benz maintenance PDF with extractable ASSYST PLUS intervals was verified; owner literature remains portal-based."
"302","mercedes-benz-glb-2024-glb250-4matic","2024","Mercedes-Benz","GLB","GLB250 4MATIC","","luxury_suv","mercedes","assyst_plus","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No public direct US-market Mercedes-Benz maintenance PDF with extractable ASSYST PLUS intervals was verified; owner literature remains portal-based."
"303","mercedes-benz-glb-2023-glb250","2023","Mercedes-Benz","GLB","GLB250","","luxury_suv","mercedes","assyst_plus","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No public direct US-market Mercedes-Benz maintenance PDF with extractable ASSYST PLUS intervals was verified; owner literature remains portal-based."
"304","mercedes-benz-glb-2023-glb250-4matic","2023","Mercedes-Benz","GLB","GLB250 4MATIC","","luxury_suv","mercedes","assyst_plus","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No public direct US-market Mercedes-Benz maintenance PDF with extractable ASSYST PLUS intervals was verified; owner literature remains portal-based."
"305","mercedes-benz-glb-2022-glb250","2022","Mercedes-Benz","GLB","GLB250","","luxury_suv","mercedes","assyst_plus","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No public direct US-market Mercedes-Benz maintenance PDF with extractable ASSYST PLUS intervals was verified; owner literature remains portal-based."
"306","mercedes-benz-glb-2022-glb250-4matic","2022","Mercedes-Benz","GLB","GLB250 4MATIC","","luxury_suv","mercedes","assyst_plus","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No public direct US-market Mercedes-Benz maintenance PDF with extractable ASSYST PLUS intervals was verified; owner literature remains portal-based."
"307","mercedes-benz-glb-2021-glb250","2021","Mercedes-Benz","GLB","GLB250","","luxury_suv","mercedes","assyst_plus","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No public direct US-market Mercedes-Benz maintenance PDF with extractable ASSYST PLUS intervals was verified; owner literature remains portal-based."
"308","mercedes-benz-glb-2021-glb250-4matic","2021","Mercedes-Benz","GLB","GLB250 4MATIC","","luxury_suv","mercedes","assyst_plus","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No public direct US-market Mercedes-Benz maintenance PDF with extractable ASSYST PLUS intervals was verified; owner literature remains portal-based."
"309","mercedes-benz-glb-2020-glb250","2020","Mercedes-Benz","GLB","GLB250","","luxury_suv","mercedes","assyst_plus","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No public direct US-market Mercedes-Benz maintenance PDF with extractable ASSYST PLUS intervals was verified; owner literature remains portal-based."
"310","mercedes-benz-glb-2020-glb250-4matic","2020","Mercedes-Benz","GLB","GLB250 4MATIC","","luxury_suv","mercedes","assyst_plus","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No public direct US-market Mercedes-Benz maintenance PDF with extractable ASSYST PLUS intervals was verified; owner literature remains portal-based."
"311","mercedes-benz-glc-2025-glc300","2025","Mercedes-Benz","GLC","GLC300","","luxury_suv","mercedes","assyst_plus","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No public direct US-market Mercedes-Benz maintenance PDF with extractable ASSYST PLUS intervals was verified; owner literature remains portal-based."
"312","mercedes-benz-glc-2025-glc300-4matic","2025","Mercedes-Benz","GLC","GLC300 4MATIC","","luxury_suv","mercedes","assyst_plus","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No public direct US-market Mercedes-Benz maintenance PDF with extractable ASSYST PLUS intervals was verified; owner literature remains portal-based."
"313","mercedes-benz-glc-2025-glc43-amg","2025","Mercedes-Benz","GLC","GLC43 AMG","","luxury_suv","mercedes","assyst_plus","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No public direct US-market Mercedes-Benz maintenance PDF with extractable ASSYST PLUS intervals was verified; owner literature remains portal-based."
"314","mercedes-benz-glc-2024-glc300","2024","Mercedes-Benz","GLC","GLC300","","luxury_suv","mercedes","assyst_plus","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No public direct US-market Mercedes-Benz maintenance PDF with extractable ASSYST PLUS intervals was verified; owner literature remains portal-based."
"315","mercedes-benz-glc-2024-glc300-4matic","2024","Mercedes-Benz","GLC","GLC300 4MATIC","","luxury_suv","mercedes","assyst_plus","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No public direct US-market Mercedes-Benz maintenance PDF with extractable ASSYST PLUS intervals was verified; owner literature remains portal-based."
"316","mercedes-benz-glc-2024-glc43-amg","2024","Mercedes-Benz","GLC","GLC43 AMG","","luxury_suv","mercedes","assyst_plus","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No public direct US-market Mercedes-Benz maintenance PDF with extractable ASSYST PLUS intervals was verified; owner literature remains portal-based."
"317","mercedes-benz-glc-2023-glc300","2023","Mercedes-Benz","GLC","GLC300","","luxury_suv","mercedes","assyst_plus","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No public direct US-market Mercedes-Benz maintenance PDF with extractable ASSYST PLUS intervals was verified; owner literature remains portal-based."
"318","mercedes-benz-glc-2023-glc300-4matic","2023","Mercedes-Benz","GLC","GLC300 4MATIC","","luxury_suv","mercedes","assyst_plus","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No public direct US-market Mercedes-Benz maintenance PDF with extractable ASSYST PLUS intervals was verified; owner literature remains portal-based."
"319","mercedes-benz-glc-2023-glc43-amg","2023","Mercedes-Benz","GLC","GLC43 AMG","","luxury_suv","mercedes","assyst_plus","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No public direct US-market Mercedes-Benz maintenance PDF with extractable ASSYST PLUS intervals was verified; owner literature remains portal-based."
"320","mercedes-benz-glc-2022-glc300","2022","Mercedes-Benz","GLC","GLC300","","luxury_suv","mercedes","assyst_plus","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No public direct US-market Mercedes-Benz maintenance PDF with extractable ASSYST PLUS intervals was verified; owner literature remains portal-based."
"321","mercedes-benz-glc-2022-glc300-4matic","2022","Mercedes-Benz","GLC","GLC300 4MATIC","","luxury_suv","mercedes","assyst_plus","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No public direct US-market Mercedes-Benz maintenance PDF with extractable ASSYST PLUS intervals was verified; owner literature remains portal-based."
"322","mercedes-benz-glc-2022-glc43-amg","2022","Mercedes-Benz","GLC","GLC43 AMG","","luxury_suv","mercedes","assyst_plus","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No public direct US-market Mercedes-Benz maintenance PDF with extractable ASSYST PLUS intervals was verified; owner literature remains portal-based."
"323","mercedes-benz-glc-2021-glc300","2021","Mercedes-Benz","GLC","GLC300","","luxury_suv","mercedes","assyst_plus","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No public direct US-market Mercedes-Benz maintenance PDF with extractable ASSYST PLUS intervals was verified; owner literature remains portal-based."
"324","mercedes-benz-glc-2021-glc300-4matic","2021","Mercedes-Benz","GLC","GLC300 4MATIC","","luxury_suv","mercedes","assyst_plus","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No public direct US-market Mercedes-Benz maintenance PDF with extractable ASSYST PLUS intervals was verified; owner literature remains portal-based."
